16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,11,11,11,16,14,14,14,14,14,14,14,14,14,14,14,14,17,16,14,14,14,14,14,14,14,14,14,14,14,14,14,17
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12,0,0,1,2,2,2,2,2,2,2,2,2,2,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,0,0,10
12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,7,8,8,8,8,9,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,10
12,0,23,0,0,0,0,0,0,0,0,21,0,0,6,0,0,5,0,0,10,11,11,11,11,12,0,0,0,6,0,0,0,6,0,0,0,0,20,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,21,0,0,10,12,0,0,0,0,10
12,0,0,0,4,0,0,0,1,2,2,2,2,2,3,0,0,5,0,0,13,14,14,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,10,12,0,0,23,0,10
12,0,0,0,6,7,8,8,9,0,20,0,0,0,0,0,0,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,0,0,1,2,2,2,2,3,6,0,0,4,0,0,10,12,0,0,0,0,10
12,0,0,0,0,13,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,4,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,13,15,0,0,0,0,10
12,0,0,0,0,0,0,0,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10
12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,2,2,3,0,0,0,0,7,18,16,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,3,10
12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,18,11,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10
12,0,0,0,0,4,1,2,2,2,2,2,3,6,0,0,0,0,0,0,0,0,0,7,18,11,11,12,0,21,0,1,3,6,1,3,0,0,0,0,0,0,0,0,7,9,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0,0,0,10
12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,8,9,1,3,0,0,13,17,11,11,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,14,15,0,0,0,0,0,13,14,14,14,15,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,3,0,0,10
12,0,23,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,5,0,0,0,0,0,0,4,0,0,10
12,0,0,0,0,0,6,1,2,2,2,2,2,2,2,2,3,0,0,0,0,6,0,0,0,4,1,2,3,0,0,0,0,6,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,20,0,5,0,0,10
19,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,21,0,5,0,0,6,0,0,0,0,0,0,5,0,0,10
11,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,9,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,10
11,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,15,0,0,5,0,0,0,0,0,1,2,2,2,3,0,0,10
11,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,3,0,0,0,0,0,0,0,0,0,10
11,12,0,0,7,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
11,12,0,0,10,12,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,10
11,12,0,0,13,15,0,0,0,0,0,0,0,0,5,0,0,0,0,7,8,8,9,0,0,0,0,0,0,0,0,0,20,21,22,0,0,0,0,0,0,0,0,0,5,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,10
11,12,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,13,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
11,12,0,0,0,5,0,0,1,2,2,2,2,2,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,1,2,2,2,2,3,10
